,08.09.2021
Bad Berleburg,4
Bad Laasphe,2
Burbach,2
Erndtebrück,0
Freudenberg,12
Hilchenbach,3
Kreuztal,14
Netphen,8
Neunkirchen,3
Siegen,48
Wilnsdorf,1
