,19.11.2021
Bad Berleburg,2
Bad Laasphe,4
Burbach,5
Erndtebrück,1
Freudenberg,4
Hilchenbach,5
Kreuztal,4
Netphen,11
Neunkirchen,3
Siegen,35
Wilnsdorf,1
