,01.10.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,8
Erndtebrück,0
Freudenberg,0
Hilchenbach,1
Kreuztal,3
Netphen,6
Neunkirchen,4
Siegen,17
Wilnsdorf,0
