,20.09.2021
Bad Berleburg,1
Bad Laasphe,2
Burbach,0
Erndtebrück,0
Freudenberg,3
Hilchenbach,2
Kreuztal,6
Netphen,5
Neunkirchen,2
Siegen,32
Wilnsdorf,3
