,17.09.2021
Bad Berleburg,2
Bad Laasphe,1
Burbach,1
Erndtebrück,0
Freudenberg,6
Hilchenbach,3
Kreuztal,4
Netphen,5
Neunkirchen,1
Siegen,11
Wilnsdorf,1
