,21.06.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,4
Erndtebrück,0
Freudenberg,1
Hilchenbach,0
Kreuztal,1
Netphen,0
Neunkirchen,0
Siegen,4
Wilnsdorf,0
