,20.12.2021
Bad Berleburg,4
Bad Laasphe,7
Burbach,9
Erndtebrück,2
Freudenberg,7
Hilchenbach,18
Kreuztal,23
Netphen,7
Neunkirchen,6
Siegen,50
Wilnsdorf,8
