,22.11.2021
Bad Berleburg,18
Bad Laasphe,8
Burbach,10
Erndtebrück,7
Freudenberg,7
Hilchenbach,5
Kreuztal,10
Netphen,26
Neunkirchen,3
Siegen,87
Wilnsdorf,14
