,21.12.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,1
Erndtebrück,1
Freudenberg,2
Hilchenbach,1
Kreuztal,0
Netphen,2
Neunkirchen,1
Siegen,26
Wilnsdorf,1
