,10.09.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,1
Erndtebrück,1
Freudenberg,9
Hilchenbach,3
Kreuztal,11
Netphen,1
Neunkirchen,1
Siegen,37
Wilnsdorf,1
