,03.12.2021
Bad Berleburg,6
Bad Laasphe,4
Burbach,4
Erndtebrück,0
Freudenberg,12
Hilchenbach,9
Kreuztal,17
Netphen,6
Neunkirchen,5
Siegen,50
Wilnsdorf,11
