,11.11.2021
Bad Berleburg,3
Bad Laasphe,7
Burbach,1
Erndtebrück,0
Freudenberg,7
Hilchenbach,5
Kreuztal,10
Netphen,5
Neunkirchen,2
Siegen,43
Wilnsdorf,4
