,12.08.2021
Bad Berleburg,1
Bad Laasphe,3
Burbach,2
Erndtebrück,0
Freudenberg,0
Hilchenbach,1
Kreuztal,5
Netphen,0
Neunkirchen,0
Siegen,21
Wilnsdorf,0
