,16.09.2021
Bad Berleburg,1
Bad Laasphe,1
Burbach,0
Erndtebrück,0
Freudenberg,2
Hilchenbach,0
Kreuztal,7
Netphen,5
Neunkirchen,1
Siegen,21
Wilnsdorf,1
