,22.10.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,2
Kreuztal,3
Netphen,3
Neunkirchen,3
Siegen,13
Wilnsdorf,0
