,11.10.2021
Bad Berleburg,2
Bad Laasphe,0
Burbach,9
Erndtebrück,0
Freudenberg,1
Hilchenbach,1
Kreuztal,6
Netphen,13
Neunkirchen,3
Siegen,39
Wilnsdorf,4
