,09.12.2021
Bad Berleburg,4
Bad Laasphe,17
Burbach,9
Erndtebrück,1
Freudenberg,10
Hilchenbach,4
Kreuztal,22
Netphen,7
Neunkirchen,4
Siegen,41
Wilnsdorf,8
