,02.08.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,2
Erndtebrück,1
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,2
Neunkirchen,0
Siegen,13
Wilnsdorf,1
