,05.01.2022
Bad Berleburg,6
Bad Laasphe,3
Burbach,13
Erndtebrück,1
Freudenberg,8
Hilchenbach,7
Kreuztal,13
Netphen,6
Neunkirchen,6
Siegen,36
Wilnsdorf,14
