,29.11.2021
Bad Berleburg,10
Bad Laasphe,7
Burbach,11
Erndtebrück,1
Freudenberg,18
Hilchenbach,5
Kreuztal,33
Netphen,28
Neunkirchen,18
Siegen,65
Wilnsdorf,16
