,31.05.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,2
Kreuztal,0
Netphen,1
Neunkirchen,0
Siegen,19
Wilnsdorf,0
