,12.07.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,4
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,0
Netphen,1
Neunkirchen,0
Siegen,4
Wilnsdorf,0
