,24.08.2021
Bad Berleburg,1
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,0
Kreuztal,3
Netphen,3
Neunkirchen,4
Siegen,17
Wilnsdorf,3
