,23.09.2021
Bad Berleburg,0
Bad Laasphe,1
Burbach,2
Erndtebrück,3
Freudenberg,3
Hilchenbach,0
Kreuztal,3
Netphen,0
Neunkirchen,6
Siegen,7
Wilnsdorf,1
