,26.10.2021
Bad Berleburg,0
Bad Laasphe,0
Burbach,1
Erndtebrück,0
Freudenberg,0
Hilchenbach,2
Kreuztal,2
Netphen,3
Neunkirchen,0
Siegen,4
Wilnsdorf,1
