,10_12_2021,neu
Augustdorf,1324,1
Bad Salzuflen,3672,1
Barntrup,446,1
Blomberg,866,0
Detmold,4663,17
Dörentrup,244,0
Extertal,352,0
Horn-Bad Meinberg,961,1
Kalletal,704,3
Lage,2720,1
Lemgo,2276,3
Leopoldshöhe,986,2
Lügde,316,2
Oerlinghausen,861,1
Schieder-Schwalenberg,471,1
Schlangen,368,0
