,09_14_2021,neu
Augustdorf,1106,8
Bad Salzuflen,3532,8
Barntrup,408,0
Blomberg,822,4
Detmold,4187,21
Dörentrup,202,0
Extertal,328,0
Horn-Bad Meinberg,888,4
Kalletal,645,0
Lage,2455,14
Lemgo,2020,8
Leopoldshöhe,916,9
Lügde,288,0
Oerlinghausen,800,1
Schieder-Schwalenberg,432,4
Schlangen,352,3
