,01_10_2022,neu
Augustdorf,1972,0
Bad Salzuflen,5276,0
Barntrup,768,0
Blomberg,1383,0
Detmold,7186,0
Dörentrup,550,0
Extertal,513,0
Horn-Bad Meinberg,1422,0
Kalletal,1173,0
Lage,4004,0
Lemgo,3691,0
Leopoldshöhe,1760,0
Lügde,413,0
Oerlinghausen,1324,0
Schieder-Schwalenberg,689,0
Schlangen,775,0
