,09_16_2021,neu
Augustdorf,1137,22
Bad Salzuflen,3555,13
Barntrup,409,0
Blomberg,828,2
Detmold,4227,27
Dörentrup,205,2
Extertal,329,0
Horn-Bad Meinberg,902,8
Kalletal,653,5
Lage,2479,10
Lemgo,2042,10
Leopoldshöhe,922,3
Lügde,291,2
Oerlinghausen,805,3
Schieder-Schwalenberg,432,0
Schlangen,351,-1
