,12_11_2021,neu
Augustdorf,1690,10
Bad Salzuflen,4633,36
Barntrup,619,5
Blomberg,1219,12
Detmold,6141,53
Dörentrup,456,6
Extertal,453,4
Horn-Bad Meinberg,1211,7
Kalletal,939,6
Lage,3391,34
Lemgo,3132,39
Leopoldshöhe,1460,10
Lügde,368,1
Oerlinghausen,1110,7
Schieder-Schwalenberg,589,2
Schlangen,599,16
