,10_09_2021,neu
Augustdorf,1322,1
Bad Salzuflen,3667,1
Barntrup,445,0
Blomberg,864,0
Detmold,4619,20
Dörentrup,243,0
Extertal,351,1
Horn-Bad Meinberg,956,1
Kalletal,700,1
Lage,2714,2
Lemgo,2269,7
Leopoldshöhe,976,2
Lügde,314,0
Oerlinghausen,857,1
Schieder-Schwalenberg,470,2
Schlangen,368,0
