,11_26_2021,neu
Augustdorf,1536,8
Bad Salzuflen,4174,15
Barntrup,532,0
Blomberg,1039,5
Detmold,5489,17
Dörentrup,379,6
Extertal,407,3
Horn-Bad Meinberg,1118,5
Kalletal,868,4
Lage,3120,10
Lemgo,2730,13
Leopoldshöhe,1228,14
Lügde,343,2
Oerlinghausen,1006,3
Schieder-Schwalenberg,529,0
Schlangen,469,5
