,11_23_2021,neu
Augustdorf,1511,7
Bad Salzuflen,4115,22
Barntrup,526,5
Blomberg,1017,11
Detmold,5406,43
Dörentrup,356,15
Extertal,395,2
Horn-Bad Meinberg,1099,3
Kalletal,856,4
Lage,3088,24
Lemgo,2668,28
Leopoldshöhe,1192,17
Lügde,340,1
Oerlinghausen,988,10
Schieder-Schwalenberg,525,5
Schlangen,454,7
