,10_05_2021,neu
Augustdorf,1304,1
Bad Salzuflen,3644,7
Barntrup,440,0
Blomberg,859,0
Detmold,4522,6
Dörentrup,232,0
Extertal,340,2
Horn-Bad Meinberg,944,2
Kalletal,686,0
Lage,2681,5
Lemgo,2222,2
Leopoldshöhe,960,2
Lügde,313,0
Oerlinghausen,850,3
Schieder-Schwalenberg,460,1
Schlangen,368,0
