,01_27_2022,neu
Augustdorf,2256,21
Bad Salzuflen,5936,89
Barntrup,831,15
Blomberg,1665,47
Detmold,8396,177
Dörentrup,613,7
Extertal,585,5
Horn-Bad Meinberg,1653,26
Kalletal,1272,11
Lage,4530,68
Lemgo,4017,56
Leopoldshöhe,1954,21
Lügde,498,16
Oerlinghausen,1500,28
Schieder-Schwalenberg,783,22
Schlangen,836,14
