,08_12_2021,neu
Augustdorf,974,2
Bad Salzuflen,3261,10
Barntrup,387,0
Blomberg,758,0
Detmold,3737,9
Dörentrup,183,0
Extertal,319,0
Horn-Bad Meinberg,851,1
Kalletal,545,2
Lage,2267,4
Lemgo,1874,1
Leopoldshöhe,818,1
Lügde,232,3
Oerlinghausen,674,2
Schieder-Schwalenberg,403,1
Schlangen,298,1
