,02_01_2022,neu
Augustdorf,2336,30
Bad Salzuflen,6265,110
Barntrup,874,11
Blomberg,1773,37
Detmold,9064,229
Dörentrup,650,19
Extertal,646,32
Horn-Bad Meinberg,1760,40
Kalletal,1318,10
Lage,4745,86
Lemgo,4199,62
Leopoldshöhe,2089,62
Lügde,557,24
Oerlinghausen,1601,36
Schieder-Schwalenberg,829,12
Schlangen,876,6
