,11_16_2021,neu
Augustdorf,1468,11
Bad Salzuflen,4023,22
Barntrup,502,3
Blomberg,979,10
Detmold,5189,38
Dörentrup,319,5
Extertal,384,3
Horn-Bad Meinberg,1049,5
Kalletal,816,4
Lage,2979,13
Lemgo,2582,14
Leopoldshöhe,1131,4
Lügde,336,1
Oerlinghausen,946,8
Schieder-Schwalenberg,504,4
Schlangen,427,2
