,09_07_2021,neu
Augustdorf,1026,8
Bad Salzuflen,3473,15
Barntrup,403,0
Blomberg,792,4
Detmold,4047,12
Dörentrup,192,0
Extertal,323,0
Horn-Bad Meinberg,871,1
Kalletal,621,3
Lage,2380,12
Lemgo,1961,19
Leopoldshöhe,888,0
Lügde,275,0
Oerlinghausen,784,5
Schieder-Schwalenberg,423,0
Schlangen,337,0
