,05_30_2021,neu
Augustdorf,909,3
Bad Salzuflen,3099,3
Barntrup,383,0
Blomberg,741,0
Detmold,3607,2
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,827,0
Kalletal,522,0
Lage,2226,3
Lemgo,1800,1
Leopoldshöhe,798,2
Lügde,219,0
Oerlinghausen,653,2
Schieder-Schwalenberg,379,0
Schlangen,279,5
