,06_03_2021,neu
Augustdorf,922,3
Bad Salzuflen,3108,1
Barntrup,383,0
Blomberg,745,4
Detmold,3616,1
Dörentrup,178,0
Extertal,318,0
Horn-Bad Meinberg,829,2
Kalletal,525,2
Lage,2229,2
Lemgo,1814,3
Leopoldshöhe,800,2
Lügde,220,1
Oerlinghausen,658,3
Schieder-Schwalenberg,381,0
Schlangen,281,2
