,09_08_2021,neu
Augustdorf,1038,12
Bad Salzuflen,3478,5
Barntrup,403,0
Blomberg,792,0
Detmold,4070,23
Dörentrup,193,1
Extertal,323,0
Horn-Bad Meinberg,873,2
Kalletal,630,9
Lage,2389,9
Lemgo,1973,12
Leopoldshöhe,890,2
Lügde,279,4
Oerlinghausen,784,0
Schieder-Schwalenberg,424,1
Schlangen,339,2
