,08_14_2021,neu
Augustdorf,974,0
Bad Salzuflen,3272,7
Barntrup,387,0
Blomberg,761,1
Detmold,3757,8
Dörentrup,185,0
Extertal,319,0
Horn-Bad Meinberg,855,4
Kalletal,558,8
Lage,2274,2
Lemgo,1876,1
Leopoldshöhe,818,0
Lügde,235,1
Oerlinghausen,676,1
Schieder-Schwalenberg,408,3
Schlangen,301,0
