,02_16_2022,neu
Augustdorf,2703,25
Bad Salzuflen,7868,141
Barntrup,1081,20
Blomberg,2194,24
Detmold,11371,204
Dörentrup,744,7
Extertal,985,40
Horn-Bad Meinberg,2141,33
Kalletal,1579,42
Lage,5767,85
Lemgo,5184,83
Leopoldshöhe,2751,77
Lügde,793,15
Oerlinghausen,2015,39
Schieder-Schwalenberg,1044,14
Schlangen,1177,30
