,07_22_2021,neu
Augustdorf,957,2
Bad Salzuflen,3180,1
Barntrup,387,0
Blomberg,750,0
Detmold,3658,3
Dörentrup,180,0
Extertal,319,0
Horn-Bad Meinberg,836,0
Kalletal,531,0
Lage,2251,0
Lemgo,1854,0
Leopoldshöhe,810,2
Lügde,224,0
Oerlinghausen,666,0
Schieder-Schwalenberg,396,1
Schlangen,292,1
