,11_15_2021,neu
Augustdorf,1457,0
Bad Salzuflen,4001,0
Barntrup,499,0
Blomberg,969,0
Detmold,5151,0
Dörentrup,314,0
Extertal,381,0
Horn-Bad Meinberg,1044,0
Kalletal,812,0
Lage,2966,0
Lemgo,2568,0
Leopoldshöhe,1127,0
Lügde,335,0
Oerlinghausen,938,0
Schieder-Schwalenberg,500,0
Schlangen,425,0
