,02_15_2022,neu
Augustdorf,2678,25
Bad Salzuflen,7727,173
Barntrup,1061,50
Blomberg,2170,48
Detmold,11167,207
Dörentrup,737,14
Extertal,945,27
Horn-Bad Meinberg,2108,45
Kalletal,1537,25
Lage,5682,101
Lemgo,5101,104
Leopoldshöhe,2674,64
Lügde,778,23
Oerlinghausen,1976,43
Schieder-Schwalenberg,1030,15
Schlangen,1147,33
