,07_23_2021,neu
Augustdorf,957,0
Bad Salzuflen,3181,1
Barntrup,387,0
Blomberg,750,0
Detmold,3660,2
Dörentrup,180,0
Extertal,319,0
Horn-Bad Meinberg,836,0
Kalletal,531,0
Lage,2251,0
Lemgo,1854,0
Leopoldshöhe,810,0
Lügde,224,0
Oerlinghausen,666,0
Schieder-Schwalenberg,396,0
Schlangen,292,0
