,09_29_2021,neu
Augustdorf,1250,8
Bad Salzuflen,3615,3
Barntrup,430,5
Blomberg,856,2
Detmold,4434,18
Dörentrup,222,5
Extertal,335,0
Horn-Bad Meinberg,931,3
Kalletal,668,3
Lage,2629,4
Lemgo,2179,4
Leopoldshöhe,946,1
Lügde,312,0
Oerlinghausen,829,1
Schieder-Schwalenberg,451,1
Schlangen,363,0
