,11_06_2021,neu
Augustdorf,1414,7
Bad Salzuflen,3910,15
Barntrup,483,2
Blomberg,925,4
Detmold,4982,20
Dörentrup,279,1
Extertal,370,2
Horn-Bad Meinberg,1012,8
Kalletal,777,0
Lage,2865,16
Lemgo,2490,14
Leopoldshöhe,1093,10
Lügde,330,0
Oerlinghausen,913,2
Schieder-Schwalenberg,489,0
Schlangen,403,1
