,01_16_2022,neu
Augustdorf,2116,24
Bad Salzuflen,5517,44
Barntrup,784,1
Blomberg,1463,7
Detmold,7537,67
Dörentrup,566,3
Extertal,539,3
Horn-Bad Meinberg,1506,9
Kalletal,1211,5
Lage,4176,22
Lemgo,3806,11
Leopoldshöhe,1838,8
Lügde,424,1
Oerlinghausen,1388,8
Schieder-Schwalenberg,717,4
Schlangen,798,2
