,11_30_2021,neu
Augustdorf,1564,13
Bad Salzuflen,4230,20
Barntrup,541,1
Blomberg,1075,13
Detmold,5604,31
Dörentrup,395,9
Extertal,415,2
Horn-Bad Meinberg,1140,8
Kalletal,878,4
Lage,3149,9
Lemgo,2794,20
Leopoldshöhe,1282,14
Lügde,347,1
Oerlinghausen,1031,15
Schieder-Schwalenberg,540,3
Schlangen,486,4
