,09_05_2021,neu
Augustdorf,1018,7
Bad Salzuflen,3458,2
Barntrup,403,0
Blomberg,788,1
Detmold,4035,6
Dörentrup,192,0
Extertal,323,0
Horn-Bad Meinberg,870,0
Kalletal,618,4
Lage,2368,6
Lemgo,1942,2
Leopoldshöhe,888,5
Lügde,275,1
Oerlinghausen,779,1
Schieder-Schwalenberg,423,0
Schlangen,337,0
