,11_22_2021,neu
Augustdorf,1504,6
Bad Salzuflen,4093,11
Barntrup,521,2
Blomberg,1006,1
Detmold,5363,22
Dörentrup,341,2
Extertal,393,1
Horn-Bad Meinberg,1096,1
Kalletal,852,2
Lage,3064,7
Lemgo,2640,5
Leopoldshöhe,1175,13
Lügde,339,0
Oerlinghausen,978,5
Schieder-Schwalenberg,520,2
Schlangen,447,3
