,09_18_2021,neu
Augustdorf,1174,12
Bad Salzuflen,3574,2
Barntrup,412,2
Blomberg,834,5
Detmold,4271,16
Dörentrup,211,3
Extertal,331,1
Horn-Bad Meinberg,909,2
Kalletal,653,0
Lage,2527,22
Lemgo,2074,16
Leopoldshöhe,927,5
Lügde,296,2
Oerlinghausen,809,1
Schieder-Schwalenberg,437,2
Schlangen,356,3
