,01_21_2022,neu
Augustdorf,2177,11
Bad Salzuflen,5689,43
Barntrup,800,6
Blomberg,1545,13
Detmold,7885,98
Dörentrup,592,5
Extertal,562,6
Horn-Bad Meinberg,1566,27
Kalletal,1234,5
Lage,4309,37
Lemgo,3878,20
Leopoldshöhe,1891,9
Lügde,455,7
Oerlinghausen,1434,11
Schieder-Schwalenberg,742,6
Schlangen,808,2
