,12_30_2021,neu
Augustdorf,1892,4
Bad Salzuflen,5098,18
Barntrup,711,5
Blomberg,1335,3
Detmold,6881,54
Dörentrup,533,3
Extertal,480,3
Horn-Bad Meinberg,1345,6
Kalletal,1078,10
Lage,3771,31
Lemgo,3553,26
Leopoldshöhe,1690,19
Lügde,407,2
Oerlinghausen,1268,5
Schieder-Schwalenberg,661,5
Schlangen,720,8
