,11_05_2021,neu
Augustdorf,1407,14
Bad Salzuflen,3895,20
Barntrup,481,1
Blomberg,921,8
Detmold,4962,23
Dörentrup,278,3
Extertal,368,2
Horn-Bad Meinberg,1004,2
Kalletal,777,2
Lage,2849,13
Lemgo,2476,17
Leopoldshöhe,1083,5
Lügde,330,3
Oerlinghausen,911,1
Schieder-Schwalenberg,489,1
Schlangen,402,4
