,10_18_2021,neu
Augustdorf,1335,0
Bad Salzuflen,3701,0
Barntrup,453,0
Blomberg,871,0
Detmold,4755,0
Dörentrup,253,0
Extertal,356,0
Horn-Bad Meinberg,974,0
Kalletal,722,0
Lage,2738,0
Lemgo,2319,0
Leopoldshöhe,1000,0
Lügde,320,0
Oerlinghausen,872,0
Schieder-Schwalenberg,475,0
Schlangen,370,0
