,07_03_2021,neu
Augustdorf,943,4
Bad Salzuflen,3131,0
Barntrup,385,1
Blomberg,748,0
Detmold,3644,1
Dörentrup,178,0
Extertal,319,1
Horn-Bad Meinberg,836,0
Kalletal,531,0
Lage,2247,1
Lemgo,1848,1
Leopoldshöhe,803,0
Lügde,224,0
Oerlinghausen,664,0
Schieder-Schwalenberg,385,0
Schlangen,283,0
