,08_01_2021,neu
Augustdorf,971,1
Bad Salzuflen,3205,2
Barntrup,387,0
Blomberg,750,0
Detmold,3692,7
Dörentrup,181,0
Extertal,319,0
Horn-Bad Meinberg,838,2
Kalletal,532,0
Lage,2255,1
Lemgo,1860,0
Leopoldshöhe,810,0
Lügde,225,0
Oerlinghausen,667,1
Schieder-Schwalenberg,397,0
Schlangen,295,0
