,02_13_2022,neu
Augustdorf,2653,47
Bad Salzuflen,7554,80
Barntrup,1011,14
Blomberg,2122,19
Detmold,10960,83
Dörentrup,723,4
Extertal,918,10
Horn-Bad Meinberg,2063,10
Kalletal,1512,18
Lage,5581,56
Lemgo,4997,67
Leopoldshöhe,2610,26
Lügde,755,22
Oerlinghausen,1933,27
Schieder-Schwalenberg,1015,10
Schlangen,1114,18
