,12_01_2021,neu
Augustdorf,1576,12
Bad Salzuflen,4253,23
Barntrup,546,5
Blomberg,1081,6
Detmold,5655,51
Dörentrup,399,4
Extertal,421,6
Horn-Bad Meinberg,1145,5
Kalletal,880,2
Lage,3165,16
Lemgo,2818,24
Leopoldshöhe,1299,17
Lügde,349,2
Oerlinghausen,1039,8
Schieder-Schwalenberg,545,5
Schlangen,493,7
