,10_31_2021,neu
Augustdorf,1383,2
Bad Salzuflen,3848,5
Barntrup,480,4
Blomberg,909,3
Detmold,4919,11
Dörentrup,274,5
Extertal,365,0
Horn-Bad Meinberg,997,4
Kalletal,767,0
Lage,2816,17
Lemgo,2443,8
Leopoldshöhe,1068,9
Lügde,327,0
Oerlinghausen,904,0
Schieder-Schwalenberg,488,0
Schlangen,392,3
